method,basis,charge,pseudopotential,system,totalenergy,totalenergy-stocherr,totalenergy-syserr,SHCIref,SHCIreferr,HFref,Number-of-determinants,beta,truncation-weight,trial-wavefunction,ncas,ncore,note
CISD,v5z,0,trail,Mn,-104.07557665533614,0.0,0.0,-104.13542,4.9e-08,-103.51775094214493,,,,,,,
CISD,v5z,0,trail,Fe,-123.6720255368032,0.0,0.0,-123.7418,1.98e-07,-123.03901838784545,,,,,,,
CISD,v5z,1,trail,Fe,-123.40592936020796,0.0,0.0,-123.45183,3e-08,-122.805367259054,,,,,,,
CISD,v5z,0,trail,Cu,-197.47259298877202,0.0,0.0,-197.57608,1.068e-06,-196.5663811367177,,,,,,,
CISD,v5z,1,trail,Cu,-197.20707611425823,0.0,0.0,-197.29251,3.86e-07,-196.3253458468569,,,,,,,
CISD,vdz,0,trail,CrO,-102.42575610793536,0.0,0.0,-102.55837,2.442e-06,-101.8381354486648,,,,,,,
CISD,vdz,0,trail,MnO,-119.74072228579745,0.0,0.0,-119.85051,1e-05,-119.1332394993054,,,,,,,
CISD,vdz,0,trail,FeO,-139.30651229764072,0.0,0.0,-139.43599,5.4039999999999986e-06,-138.66009692442393,,,,,,,
CISD,v5z,1,trail,Mn,-103.82525717015278,0.0,0.0,-103.86284,0.0,-103.29970385074444,,,,,,,
CISD,vdz,0,trail,Cu,-197.17639194989945,0.0,0.0,-197.2369,1.152e-06,-196.56440183256336,,,,,,,
CISD,vtz,1,trail,Mn,-103.76020330423604,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
CISD,vdz,1,trail,Fe,-123.20831399668384,0.0,0.0,-123.23354,1.2e-07,-122.79860715251272,,,,,,,
CISD,vdz,0,trail,Fe,-123.47470338148192,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
CISD,vdz,1,trail,Mn,-103.65261757154234,0.0,0.0,-103.67336,4.2e-08,-103.29335920887651,,,,,,,
CISD,vdz,0,trail,Mn,-103.90426454657879,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,,,,,,
CISD,vdz,1,trail,Cr,-86.35065553998156,0.0,0.0,-86.37241,4.6e-08,-85.99840800159254,,,,,,,
CISD,vdz,0,trail,Cr,-86.5854620267559,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,,,,,,
CISD,vdz,1,trail,V,-70.80768678542528,0.0,0.0,-70.8284,3.2e-08,-70.47804713713508,,,,,,,
DMC(SD),cbs,0,trail,MnO,-120.05653865,0.0012502903129996616,0.0,-120.14879091266157,0.0,-119.1410615195134,,,,,,,
DMC(SD),cbs,0,trail,CuO,-213.47082285,0.0014049849753816116,0.0,-213.5760822922472,0.0,-212.2443747048047,,,,,,,
DMC(SD),cbs,0,trail,FeO,-139.66871180000004,0.0013222040187137554,0.0,-139.77329254270236,0.0,-138.6688002342686,,,,,,,
DMC(SD),cbs,0,trail,Cr,-86.756562139902,0.00028141208088933444,0.0,-86.803920071058,0.0,-86.21914367041965,,,,,,,
DMC(SD),cbs,0,trail,CrO,-102.7322374,0.0009957282331586764,0.0,-102.82674546839144,0.0,-101.8470259825963,,,,,,,
DMC(SD),cbs,0,trail,Cu,-197.54125822352955,0.0007178709178234479,0.0,-197.61766150093345,0.0,-196.5663857093897,,,,,,,
DMC(SD),cbs,1,trail,Cu,-197.2634846588237,0.0002588080821680128,0.0,-197.3335144795703,0.0,-196.32535219103852,,,,,,,
DMC(SD),cbs,0,trail,Fe,-123.69587079607851,0.00020328549453749856,0.0,-123.76799269977768,0.0,-123.03901730654364,,,,,,,
DMC(SD),cbs,1,trail,Cr,-86.51049693107849,0.0001557846674028642,0.0,-86.55468488529472,0.0,-85.99875942985739,,,,,,,
DMC(SD),cbs,0,trail,Mn,-104.09653065490204,0.00033647476214044745,0.0,-104.15683288610128,0.0,-103.5177600936748,,,,,,,
DMC(SD),cbs,0,trail,ScO,-62.544278565000006,0.0002074237422887525,0.0,-62.59646590077432,0.0,-61.83521387628593,,,,,,,
DMC(SD),cbs,0,trail,TiO,-74.041108445,0.0003504590228145041,0.0,-74.10825849037565,0.0,-73.27741268388714,,,,,,,
DMC(SD),cbs,0,trail,VO,-87.24517062500001,0.0009467699583699092,0.0,-87.32689060024185,0.0,-86.4085589710134,,,,,,,
DMC(SD),cbs,1,trail,V,-70.94137559,0.0005214578348631596,0.0,-70.98633341776896,0.0,-70.47860927092995,,,,,,,
DMC(SD),cbs,1,trail,Fe,-123.41525538725494,0.00021321586716967813,0.0,-123.4774306495826,0.0,-122.80533143963957,,,,,,,
DMC(SD),cbs,1,trail,Ti,-57.70698608813729,0.00024299824096604716,0.0,-57.754145946506405,0.0,-57.32024446051594,,,,,,,
DMC(SD),cbs,0,trail,V,-71.18237480852946,0.00015420142118003803,0.0,-71.23455541725886,0.0,-70.69715593256555,,,,,,,
DMC(SD),cbs,1,trail,Mn,-103.83302670882358,0.00017842794188688898,0.0,-103.88361082582092,0.0,-103.2996475233697,,,,,,,
DMC(SD),cbs,1,trail,Sc,-46.215581627451016,9.93975825510395e-05,0.0,-46.2493458862109,0.0,-45.860224963855885,,,,,,,
DMC(SD),cbs,0,trail,Sc,-46.458699471274535,0.00018267241869533056,0.0,-46.49069148197452,0.0,-46.05778142019411,,,,,,,
DMC(SD),cbs,1,trail,O,-15.333215514411776,4.8331322012728726e-05,0.0,-15.348000500825664,0.0,-15.21146054892568,,,,,,,
DMC(SD),cbs,0,trail,O,-15.831236959803931,7.177228713696716e-05,0.0,-15.84743170708123,0.0,-15.651937613925504,,,,,,,
DMC(SD),cbs,0,trail,Ti,-57.95304828313729,0.00022675068809899834,0.0,-58.005411399250676,0.0,-57.52353975763188,,,,,,,
DMRG,vtz,0,trail,V,-71.168829,0.0,0.000286,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
DMRG,vdz,1,trail,V,-70.828471,0.0,8.8e-05,-70.8284,3.2e-08,-70.47804713713508,,,,,,,
DMRG,vdz,0,trail,CuO,-213.1232,0.0,0.0009,-213.12303,3.599e-06,-212.238829673217,,,,,,,
DMRG,vdz,0,trail,CrO,-102.5582,0.0,0.0008,-102.55837,2.442e-06,-101.8381354486648,,,,,,,
DMRG,vdz,0,trail,FeO,-139.4354,0.0,0.0008,-139.43599,5.4039999999999986e-06,-138.66009692442393,,,,,,,
DMRG,vtz,1,trail,Ti,-57.704399,0.0,0.0003,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
DMRG,vdz,0,trail,ScO,-62.4203,0.0,0.0002,-62.42004,9.92e-06,-61.829342751826275,,,,,,,
DMRG,vdz,0,trail,VO,-87.0857,0.0,0.0008,-87.08577,2.7300000000000003e-05,-86.4002119655646,,,,,,,
DMRG,vdz,0,trail,TiO,-73.904,0.0,0.0005,-73.90375,6.77e-07,-73.26973605789902,,,,,,,
DMRG,vdz,0,trail,V,-71.077669,0.0,7.2e-05,-71.07767,3.2600000000000003e-07,-70.69525960473436,,,,,,,
DMRG,vdz,0,trail,MnO,-119.8504,0.0,0.0006,-119.85051,1e-05,-119.1332394993054,,,,,,,
DMRG,vtz,1,trail,Sc,-46.211486,0.0,1.1e-05,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
DMRG,vdz,1,trail,Cr,-86.372405,0.0,1.2e-05,-86.37241,4.6e-08,-85.99840800159254,,,,,,,
DMRG,vdz,0,trail,Cr,-86.612042,0.0,3.4e-05,-86.61203,1.24e-07,-86.21795636713652,,,,,,,
DMRG,vdz,0,trail,Ti,-57.883022,0.0,1.5e-05,-57.88305,2.26e-07,-57.52051227493378,,,,,,,
DMRG,vdz,1,trail,Ti,-57.634016,0.0,3e-06,-57.63401999999999,1.1e-08,-57.31379021206569,,,,,,,
DMRG,vtz,0,trail,Ti,-57.95459,0.0,0.000108,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
DMRG,vdz,1,trail,Sc,-46.156828,0.0,1e-06,-46.15683,0.0,-45.85651158235275,,,,,,,
DMRG,vdz,0,trail,Sc,-46.396831,0.0,7.000000000000002e-06,-46.39685,5.4e-08,-46.056720086471316,,,,,,,
DMRG,vtz,1,trail,O,-15.333585,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
DMRG,vdz,1,trail,O,-15.300667,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
DMRG,vtz,0,trail,O,-15.827025,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
DMRG,vtz,1,trail,V,-70.919663,0.0,0.00024,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
DMRG,vtz,1,trail,Cu,-197.1630405,0.0,-5.4e-07,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
DMRG,vtz,0,trail,Cu,-197.444981,0.0,0.0006,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
DMRG,vdz,1,trail,Cu,-196.967207,0.0,5.7e-05,-196.96723,1.474e-06,-196.32402730647453,,,,,,,
DMRG,vdz,0,trail,O,-15.781254999999998,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
DMRG,vtz,1,trail,Fe,-123.368586,0.0,0.000539,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
DMRG,vtz,0,trail,Fe,-123.657287,0.0,0.000608,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
DMRG,vdz,1,trail,Fe,-123.23355,0.0,3.3e-05,-123.23354,1.2e-07,-122.79860715251272,,,,,,,
DMRG,vdz,0,trail,Fe,-123.518203,0.0,0.000203,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
DMRG,vtz,1,trail,Mn,-103.792165,0.0,0.000302,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
DMRG,vtz,0,trail,Mn,-104.064197,0.0,0.00062,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
DMRG,vdz,1,trail,Mn,-103.673388,0.0,3.7e-05,-103.67336,4.2e-08,-103.29335920887651,,,,,,,
DMRG,vdz,0,trail,Mn,-103.942297,0.0,0.00011,-103.94226,4.56e-07,-103.51554736964935,,,,,,,
DMRG,vdz,0,trail,Cu,-197.237343,0.0,0.0006799999999999999,-197.2369,1.152e-06,-196.56440183256336,,,,,,,
DMRG,vtz,0,trail,Sc,-46.452394,0.0,2.2e-05,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
DMRG,vtz,0,trail,Cr,-86.720776,0.0,9.6e-05,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
DMRG,vtz,1,trail,Cr,-86.472995,0.0,0.000236,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
GF2,vqz,0,trail,Cr,-86.7639,0.0,0.0,-86.76760999999998,0.0,-86.21909581115591,,1000.0,,,,,
GF2,vtz,0,trail,Cr,-86.7149,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,1000.0,,,,,
GF2,vdz,0,trail,FeO,-139.3599,0.0,0.0,-139.43599,5.4039999999999986e-06,-138.66009692442393,,1000.0,,,,,one-shot GF2
GF2,vqz,0,trail,FeO,-139.6341,0.0,0.0,-139.7113522,1e-05,-138.6685140260192,,1000.0,,,,,one-shot GF2
GF2,vtz,0,trail,FeO,-139.5486,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,1000.0,,,,,one-shot GF2
GF2,vtz,0,trail,MnO,-119.9548,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,1000.0,,,,,one-shot GF2
GF2,vdz,0,trail,Cr,-86.6085,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,1000.0,,,,,
GF2,vdz,1,trail,Cr,-86.3658,0.0,0.0,-86.37241,4.6e-08,-85.99840800159254,,1000.0,,,,,
GF2,vdz,1,trail,Fe,-123.23299999999999,0.0,0.0,-123.23354,1.2e-07,-122.79860715251272,,1000.0,,,,,
GF2,vqz,1,trail,Cr,-86.5114,0.0,0.0,-86.51867,1.764e-06,-85.99861621753384,,1000.0,,,,,
GF2,vqz,1,trail,Fe,-123.4256,0.0,0.0,-123.42709,3.122e-06,-122.80506201856676,,1000.0,,,,,
GF2,vtz,1,trail,Fe,-123.3653,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,1000.0,,,,,
GF2,vqz,1,trail,V,-70.9418,0.0,0.0,-70.95759,8.42e-07,-70.47878254097698,,1000.0,,,,,
GF2,vqz,0,trail,Fe,-123.7121,0.0,0.0,-123.71675,1.63e-05,-123.03893433543683,,1000.0,,,,,
GF2,vtz,0,trail,Fe,-123.65,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,1000.0,,,,,
GF2,vdz,0,trail,Fe,-123.5095,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,1000.0,,,,,
GF2,vqz,1,trail,Mn,-103.8354,0.0,0.0,-103.84272,2.375e-06,-103.29943473113407,,1000.0,,,,,
GF2,vtz,1,trail,Mn,-103.78299999999999,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,1000.0,,,,,
GF2,vdz,1,trail,Mn,-103.667,0.0,0.0,-103.67336,4.2e-08,-103.29335920887651,,1000.0,,,,,
GF2,vqz,0,trail,Mn,-104.1029,0.0,0.0,-104.11501,3.37e-06,-103.51774137665831,,1000.0,,,,,
GF2,vtz,0,trail,Mn,-104.04899999999999,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,1000.0,,,,,
GF2,vdz,0,trail,Mn,-103.9274,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,1000.0,,,,,
GF2,vqz,0,trail,CuO,-213.4158,0.0,0.0,-213.4842442,1e-05,-212.24422133071548,,1000.0,,,,,one-shot GF2
GF2,vtz,0,trail,CuO,-213.2977,0.0,0.0,-213.37778,1.664e-06,-212.24349945673225,,1000.0,,,,,one-shot GF2
GF2,vdz,0,trail,CuO,-213.0604,0.0,0.0,-213.12303,3.599e-06,-212.238829673217,,1000.0,,,,,one-shot GF2
GF2,vtz,1,trail,Cr,-86.4635,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,1000.0,,,,,
GF2,vtz,1,trail,V,-70.9006,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,1000.0,,,,,
GF2,vqz,0,trail,CrO,-102.6895,0.0,0.0,-102.779756,1e-05,-101.84627163418828,,1000.0,,,,,one-shot GF2
GF2,vqz,0,trail,V,-71.1693,0.0,0.0,-71.20578,1e-05,-70.69711953301085,,1000.0,,,,,
GF2,vdz,0,trail,O,-15.7623,0.0,0.0,-15.78125,0.0,-15.650898615762124,,1000.0,,,,,
GF2,vdz,1,trail,V,-70.8136,0.0,0.0,-70.8284,3.2e-08,-70.47804713713508,,1000.0,,,,,
GF2,vqz,0,trail,O,-15.8199,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,1000.0,,,,,
GF2,vtz,1,trail,O,-15.315999999999999,0.0,0.0,-15.33358,0.0,-15.210120374674373,,1000.0,,,,,
GF2,vqz,1,trail,O,-15.3258,0.0,0.0,-15.3421,0.0,-15.210758359146777,,1000.0,,,,,
GF2,vdz,0,trail,ScO,-62.3447,0.0,0.0,-62.42004,9.92e-06,-61.829342751826275,,1000.0,,,,,one-shot GF2
GF2,vtz,0,trail,ScO,-62.4518,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,1000.0,,,,,one-shot GF2
GF2,vqz,0,trail,ScO,-62.4933,0.0,0.0,-62.56845381,1e-05,-61.834924297751634,,1000.0,,,,,one-shot GF2
GF2,vdz,0,trail,TiO,-73.8188,0.0,0.0,-73.90375,6.77e-07,-73.26973605789902,,1000.0,,,,,one-shot GF2
GF2,vtz,0,trail,TiO,-73.9413,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,1000.0,,,,,one-shot GF2
GF2,vqz,0,trail,TiO,-73.9875,0.0,0.0,-74.07548786,1e-05,-73.27696889209976,,1000.0,,,,,one-shot GF2
GF2,vdz,0,trail,Sc,-46.3631,0.0,0.0,-46.39685,5.4e-08,-46.056720086471316,,1000.0,,,,,
GF2,vtz,0,trail,Sc,-46.4174,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,1000.0,,,,,
GF2,vqz,0,trail,Sc,-46.442,0.0,0.0,-46.474,1.07e-06,-46.057726629346845,,1000.0,,,,,
GF2,vdz,1,trail,Sc,-46.1304,0.0,0.0,-46.15683,0.0,-45.85651158235275,,1000.0,,,,,
GF2,vtz,0,trail,O,-15.8065,0.0,0.0,-15.82702,0.0,-15.65178729066239,,1000.0,,,,,
GF2,vqz,1,trail,Sc,-46.2052,0.0,0.0,-46.23311,9.94e-07,-45.859964744612796,,1000.0,,,,,
GF2,vtz,1,trail,Sc,-46.1814,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,1000.0,,,,,
GF2,vtz,0,trail,V,-71.1373,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,1000.0,,,,,
GF2,vdz,0,trail,V,-71.047,0.0,0.0,-71.07767,3.2600000000000003e-07,-70.69525960473436,,1000.0,,,,,
GF2,vdz,0,trail,MnO,-119.7833,0.0,0.0,-119.85051,1e-05,-119.1332394993054,,1000.0,,,,,one-shot GF2
GF2,vqz,1,trail,Ti,-57.7306,0.0,0.0,-57.73256,7.33e-07,-57.319727268097715,,1000.0,,,,,
GF2,vtz,1,trail,Ti,-57.7035,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,1000.0,,,,,
GF2,vdz,1,trail,Ti,-57.6326,0.0,0.0,-57.63401999999999,1.1e-08,-57.31379021206569,,1000.0,,,,,
GF2,vdz,1,trail,O,-15.2841,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,1000.0,,,,,
GF2,vtz,0,trail,Ti,-57.92,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,1000.0,,,,,
GF2,vdz,0,trail,Ti,-57.8498,0.0,0.0,-57.88305,2.26e-07,-57.52051227493378,,1000.0,,,,,
GF2,vtz,0,trail,CrO,-102.6235,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,1000.0,,,,,one-shot GF2
GF2,vdz,0,trail,CrO,-102.4708,0.0,0.0,-102.55837,2.442e-06,-101.8381354486648,,1000.0,,,,,one-shot GF2
GF2,vqz,0,trail,VO,-87.2045,0.0,0.0,-87.288681736,1e-05,-86.40819514293459,,1000.0,,,,,one-shot GF2
GF2,vtz,0,trail,VO,-87.149,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,1000.0,,,,,one-shot GF2
GF2,vqz,0,trail,Ti,-57.9513,0.0,0.0,-57.983000000000004,2.24e-06,-57.52332478221496,,1000.0,,,,,
GF2,vdz,0,trail,VO,-87.0075,0.0,0.0,-87.08577,2.7300000000000003e-05,-86.4002119655646,,1000.0,,,,,one-shot GF2
HF,vtz,0,trail,CrO,-101.84420581490784,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
HF,vtz,0,trail,VO,-86.40670018837703,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,,,,,,
HF,vtz,0,trail,TiO,-73.27527588824228,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
HF,vtz,0,trail,ScO,-61.83374588456312,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
HF,vdz,0,trail,MnO,-119.1332394993054,0.0,0.0,-119.85051,1e-05,-119.1332394993054,,,,,,,
HF,vdz,0,trail,FeO,-138.66009692442393,0.0,0.0,-139.43599,5.4039999999999986e-06,-138.66009692442393,,,,,,,
HF,vtz,0,trail,MnO,-119.13957526878391,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,,,,,,
HF,vdz,0,trail,CrO,-101.8381354486648,0.0,0.0,-102.55837,2.442e-06,-101.8381354486648,,,,,,,
HF,vdz,0,trail,VO,-86.4002119655646,0.0,0.0,-87.08577,2.7300000000000003e-05,-86.4002119655646,,,,,,,
HF,vdz,0,trail,TiO,-73.26973605789902,0.0,0.0,-73.90375,6.77e-07,-73.26973605789902,,,,,,,
HF,vdz,0,trail,ScO,-61.829342751826275,0.0,0.0,-62.42004,9.92e-06,-61.829342751826275,,,,,,,
HF,vdz,0,trail,CuO,-212.238829673217,0.0,0.0,-213.12303,3.599e-06,-212.238829673217,,,,,,,
HF,vtz,0,trail,FeO,-138.667246980313,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
HF,vqz,0,trail,VO,-86.40819514293459,0.0,0.0,-87.288681736,1e-05,-86.40819514293459,,,,,,,
HF,vqz,0,trail,ScO,-61.834924297751634,0.0,0.0,-62.56845381,1e-05,-61.834924297751634,,,,,,,
HF,vqz,0,trail,TiO,-73.27696889209976,0.0,0.0,-74.07548786,1e-05,-73.27696889209976,,,,,,,
HF,vqz,0,trail,CrO,-101.84627163418828,0.0,0.0,-102.779756,1e-05,-101.84627163418828,,,,,,,
HF,vqz,0,trail,MnO,-119.14081170666552,0.0,0.0,-120.09707125940001,1e-05,-119.14081170666552,,,,,,,
HF,vqz,0,trail,FeO,-138.6685140260192,0.0,0.0,-139.7113522,1e-05,-138.6685140260192,,,,,,,
HF,v5z,0,trail,ScO,-61.8350828626785,0.0,0.0,-62.5821409609,1e-05,-61.8350828626785,,,,,,,
HF,v5z,0,trail,TiO,-73.2771786400687,0.0,0.0,-74.09147310520001,1e-05,-73.2771786400687,,,,,,,
HF,v5z,0,trail,VO,-86.40843884648703,0.0,0.0,-87.3073938172,1e-05,-86.40843884648703,,,,,,,
HF,v5z,0,trail,CrO,-101.84668971203637,0.0,0.0,-102.8027368164,1e-05,-101.84668971203637,,,,,,,
HF,v5z,0,trail,MnO,-119.14098759444364,0.0,0.0,-120.1223644293,1e-05,-119.14098759444364,,,,,,,
HF,v5z,0,trail,FeO,-138.66875655750619,0.0,0.0,-139.7416819491,1e-05,-138.66875655750619,,,,,,,
HF,v5z,0,trail,CuO,-212.2443632841544,0.0,0.0,-213.5291282959,1e-05,-212.2443632841544,,,,,,,
HF,vtz,0,trail,CuO,-212.24349945673225,0.0,0.0,-213.37778,1.664e-06,-212.24349945673225,,,,,,,
HF,vqz,0,trail,CuO,-212.24422133071548,0.0,0.0,-213.4842442,1e-05,-212.24422133071548,,,,,,,
HF,vdz,0,trail,O,-15.650898615762124,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
HF,v5z,0,trail,Sc,-46.05773792407675,0.0,0.0,-46.48213,0.0,-46.05773792407675,,,,,,,
HF,vqz,1,trail,O,-15.210758359146777,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
HF,vqz,0,trail,Sc,-46.057726629346845,0.0,0.0,-46.474,1.07e-06,-46.057726629346845,,,,,,,
HF,vqz,1,trail,Sc,-45.859964744612796,0.0,0.0,-46.23311,9.94e-07,-45.859964744612796,,,,,,,
HF,vqz,0,trail,Ti,-57.52332478221496,0.0,0.0,-57.983000000000004,2.24e-06,-57.52332478221496,,,,,,,
HF,vqz,1,trail,Ti,-57.319727268097715,0.0,0.0,-57.73256,7.33e-07,-57.319727268097715,,,,,,,
HF,vqz,0,trail,V,-70.69711953301085,0.0,0.0,-71.20578,1e-05,-70.69711953301085,,,,,,,
HF,vqz,1,trail,V,-70.47878254097698,0.0,0.0,-70.95759,8.42e-07,-70.47878254097698,,,,,,,
HF,vqz,0,trail,Cr,-86.21909581115591,0.0,0.0,-86.76760999999998,0.0,-86.21909581115591,,,,,,,
HF,vqz,1,trail,Cr,-85.99861621753384,0.0,0.0,-86.51867,1.764e-06,-85.99861621753384,,,,,,,
HF,vqz,0,trail,Mn,-103.51774137665831,0.0,0.0,-104.11501,3.37e-06,-103.51774137665831,,,,,,,
HF,vqz,1,trail,Mn,-103.29943473113407,0.0,0.0,-103.84272,2.375e-06,-103.29943473113407,,,,,,,
HF,vqz,0,trail,Fe,-123.03893433543683,0.0,0.0,-123.71675,1.63e-05,-123.03893433543683,,,,,,,
HF,vqz,1,trail,Fe,-122.80506201856676,0.0,0.0,-123.42709,3.122e-06,-122.80506201856676,,,,,,,
HF,v5z,0,trail,Cu,-196.5663811367177,0.0,0.0,-197.57608,1.068e-06,-196.5663811367177,,,,,,,
HF,vqz,0,trail,Cu,-196.5663491464669,0.0,0.0,-197.53642,1.98e-05,-196.5663491464669,,,,,,,
HF,v5z,0,trail,O,-15.651935198107855,0.0,0.0,-15.84317,0.0,-15.651935198107855,,,,,,,
HF,v5z,1,trail,O,-15.210911583355957,0.0,0.0,-15.34479,0.0,-15.210911583355957,,,,,,,
HF,v5z,1,trail,Sc,-45.86020861913251,0.0,0.0,-46.24115,1.398e-05,-45.86020861913251,,,,,,,
HF,v5z,0,trail,Ti,-57.52335292738408,0.0,0.0,-57.99386,0.0,-57.52335292738408,,,,,,,
HF,v5z,1,trail,Ti,-57.320045716102676,0.0,0.0,-57.74316,0.0,-57.320045716102676,,,,,,,
HF,v5z,0,trail,V,-70.69714489237121,0.0,0.0,-71.21983,0.0,-70.69714489237121,,,,,,,
HF,v5z,1,trail,V,-70.47890119732277,0.0,0.0,-70.97182,0.0,-70.47890119732277,,,,,,,
HF,v5z,0,trail,Cr,-86.21910985180031,0.0,0.0,-86.78532,0.0,-86.21910985180031,,,,,,,
HF,v5z,1,trail,Cr,-85.99871084112391,0.0,0.0,-86.53627,0.0,-85.99871084112391,,,,,,,
HF,v5z,0,trail,Mn,-103.51775094214493,0.0,0.0,-104.13542,4.9e-08,-103.51775094214493,,,,,,,
HF,v5z,1,trail,Mn,-103.29970385074444,0.0,0.0,-103.86284,0.0,-103.29970385074444,,,,,,,
HF,v5z,0,trail,Fe,-123.03901838784545,0.0,0.0,-123.7418,1.98e-07,-123.03901838784545,,,,,,,
HF,v5z,1,trail,Fe,-122.805367259054,0.0,0.0,-123.45183,3e-08,-122.805367259054,,,,,,,
HF,vqz,1,trail,Cu,-196.32534219464927,0.0,0.0,-197.25343,3.012e-06,-196.32534219464927,,,,,,,
HF,vqz,0,trail,O,-15.651914835093455,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
HF,v5z,1,trail,Cu,-196.3253458468569,0.0,0.0,-197.29251,3.86e-07,-196.3253458468569,,,,,,,
HF,vtz,0,trail,Cu,-196.56611793957046,0.0,0.0,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
HF,vtz,0,trail,V,-70.69687058820543,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
HF,vtz,1,trail,Ti,-57.318310870851406,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
HF,vtz,0,trail,Ti,-57.522468837232104,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
HF,vtz,1,trail,Sc,-45.85935928101564,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
HF,vtz,0,trail,Sc,-46.05746799644578,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
HF,vtz,1,trail,O,-15.210120374674373,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
HF,vtz,0,trail,O,-15.65178729066239,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
HF,vdz,1,trail,Cu,-196.32402730647453,0.0,0.0,-196.96723,1.474e-06,-196.32402730647453,,,,,,,
HF,vdz,0,trail,Cu,-196.56440183256336,0.0,0.0,-197.2369,1.152e-06,-196.56440183256336,,,,,,,
HF,vdz,1,trail,Fe,-122.79860715251272,0.0,0.0,-123.23354,1.2e-07,-122.79860715251272,,,,,,,
HF,vtz,1,trail,V,-70.47870620861032,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
HF,vdz,0,trail,Fe,-123.03606101031244,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
